ticker,valor_actual,variacion,volumen
SWKS,$104.12,1.98,1636620
SWN,$4.74,0.13,17020784
SWSS,$10.33,0.00,39
SWTX,$23.60,-0.04,472737
SWVL,$1.20,-158,35801
SWVLW,$0.019,-9,21461
SWX,$56.27,2.25,551664
SWZ,$8.37,34,28786
SXC,$7.71,0.28,475244
SXI,$129.27,9.51,104419
SXT,$75.80,0.78,100780
SXTC,$0.198,-2,308033
SY,$2.78,0.01,275704
SYBT,$45.42,1.22,86494
SYBX,$0.55,0.00,103063
SYF,$27.34,0.58,7007899
SYF^A,$15.25,0.53,122329
SYK,$284.71,0.08,1501119
SYM,$27.04,0.53,764804
SYNA,$76.27,1.90,1823712
SYNH,$39.72,0.83,737133
SYPR,$1.98,1.256,21041
SYRS,$3.15,0.03,41034
SYT,$7.73,329,3992
SYTA,$0.113,29,1254767
SYTAW,$0.0725,0.00,1972
SYY,$76.77,1.22,1930209
SZZL,$10.51,0.00,7
SZZLU,$10.70,0.40,800
SZZLW,$0.33,0.00,26596
T,$17.13,0.22,23697062
T^A,$22.11,0.13,90621
T^C,$20.9408,1.608,119666
TA,$86.04,0.02,238505
TAC,$9.52,0.34,507818
TACT,$5.60,-0.06,5195
TAIT,$3.60,-0.06,19216
TAK,$16.87,0.12,1679502
TAL,$5.90,0.64,10399967
TALK,$0.8412,-39,825344
TALKW,$0.0646,46,5500
TALO,$13.40,0.61,1380229
TALS,$2.93,0.07,227476
TANH,$2.35,-0.28,183823
TANNI,$25.1074,-26,11290
TANNL,$25.425,314,1742
TANNZ,$25.09,0.00,1162
TAOP,$0.6478,-19,26078
TAP,$64.89,-0.12,1586388
TARA,$3.08,0.03,12975
TARO,$27.37,01.04,14034
TARS,$15.35,0.26,56767
TASK,$11.83,0.11,613111
TAST,$4.17,-0.21,638899
TATT,$5.72,0.22,251
TAYD,$21.92,0.22,6644
TBB,$23.42,0.17,64078
TBBK,$30.78,1.77,417019
TBC,$24.70,0.20,35989
TBCP,$10.15,0.01,200
TBCPW,$0.1201,0.00,100
TBI,$15.18,0.16,219433
TBIO,$2.86,0.11,21104
TBLA,$2.25,0.07,281688
TBLAW,$0.35,-248,10525
TBLD,$15.43,0.29,85404
TBLT,$0.90,7,110016
TBLTW,$0.0798,95,842
TBMCU,$10.13,-0.04,15241
TBNK,$11.30,0.09,103292
TBPH,$11.33,0.09,468854
TC,$0.607,-23,216619
TCBC,$13.1214,-5.786,10443
TCBI,$48.35,3.19,614213
TCBIO,$16.51,0.35,49468
TCBK,$31.06,1.80,149427
TCBP,$1.06,0.04,113786
TCBPW,$0.0663,43,230
TCBS,$10.00,1.984,6777
TCBX,$13.94,0.95,41593
TCFC,$26.72,01.02,5745
TCI,$35.38,0.22,6057
TCJH,$4.48,-0.79,253883
TCMD,$18.63,0.27,179310
TCN,$8.06,0.28,668664
TCOA,$10.28,0.00,4415
TCOM,$33.10,0.16,3743163
TCON,$0.72,-0.01,127877
TCPC,$10.35,0.38,319505
TCRR,$1.95,0.07,360976
TCRT,$0.5858,58,296647
TCRX,$2.40,55,5484
TCS,$2.95,0.15,328985
TCX,$27.41,4.63,213518
TD,$62.25,1.92,2678231
TDC,$44.55,3.46,1960085
TDCX,$8.15,0.34,43098
TDF,$9.71,0.03,26756
TDG,$767.19,7.20,281741
TDOC,$26.15,0.90,2982872
TDS,$7.93,-1.63,7257872
TDS^U,$11.81,-1.49,331815
TDS^V,$10.80,-0.84,464195
TDUP,$2.68,0.21,494120
TDW,$43.19,1.89,427398
TDY,$413.00,4.43,135869
TEAF,$12.92,0.09,14058
TEAM,$135.73,-14.32,7386965
TECH,$83.13,-0.90,899403
TECK,$43.61,0.91,3228450
TECTP,$9.9801,-246,6685
TEDU,$3.48,0.04,5810
TEF,$4.39,0.01,666177
TEI,$5.14,0.08,114343
TEL,$122.94,3.61,1661380
TELA,$9.74,0.38,22791
TELL,$1.31,0.02,4609861
TELZ,$16.32,-0.28,997
TENB,$36.06,1.28,1536909
TENK,$10.41,0.00,1
TENKU,$10.56,0.00,2084
TENX,$0.325,85,836307
TEO,$5.17,0.11,141869
TER,$92.63,2.65,2098718
TERN,$12.46,-0.11,590820
TESS,$8.77,0.00,4639
TETEU,$10.66,0.00,10
TETEW,$0.0236,0.00,198
TEVA,$8.77,0.10,5655780
TEX,$47.87,02.09,1174059
TFC,$28.69,2.48,24196102
TFC^I,$17.89,0.98,33457
TFC^O,$20.76,6.501,84421
TFC^R,$18.40,0.62,262993
TFFP,$0.7572,472,226517
TFII,$106.20,2.46,190378
TFIN,$49.08,0.39,209791
TFINP,$16.60,-0.90,16534
TFPM,$17.22,0.24,220743
TFSA,$22.85,-1,521
TFSL,$11.93,0.48,504503
TFX,$257.95,09.05,437309
TG,$9.42,0.18,77480
TGAA,$10.48,0.00,5
TGAAU,$10.6264,99,401
TGAAW,$0.1301,0.00,40
TGAN,$3.41,0.08,20694
TGB,$1.51,0.08,915714
TGH,$34.97,0.80,420946
TGH^A,$23.4406,406,5509
TGH^B,$20.28,0.01,7924
TGI,$10.12,0.04,864548
TGL,$1.42,0.01,35600
TGLS,$45.87,3.75,636641
TGNA,$16.39,0.51,1180793
TGR,$10.555,0.00,406342
TGS,$11.75,0.96,145065
TGT,$156.30,3.77,2186906
TGTX,$34.29,-0.71,5033163
TGVC,$10.42,0.02,10225
TGVCW,$0.0513,0.00,50
TH,$12.48,0.02,310567
THC,$69.35,0.89,1028368
THCH,$4.09,0.02,307406
THCHW,$0.5308,-201,52533
THCP,$10.20,0.00,231069
THCPU,$10.23,0.03,5588
THCPW,$0.1501,1,200
THFF,$33.07,1.39,84927
THG,$119.04,1.39,193192
THM,$0.55,1,23886
THMO,$1.92,-0.03,72242
THO,$82.13,2.66,387211
THQ,$18.96,0.24,77098
THR,$21.26,0.59,116121
THRD,$4.79,0.03,34552
THRM,$59.86,0.18,143703
THRN,$4.43,0.08,32239
THRX,$11.81,-0.01,66699
THRY,$21.25,1.28,179872
THS,$54.26,0.53,460504
THTX,$1.01,111,52516
THW,$14.02,0.03,67599
THWWW,$2.95,-0.19,4800
TIGO,$18.06,0.59,93271
TIGR,$2.87,0.04,659830
TIL,$0.652,1,817722
TILE,$7.46,-0.26,728357
TIMB,$13.97,-0.03,577848
TIO,$2.74,0.17,3111901
TIPT,$13.21,-0.08,172819
TIRX,$2.05,-0.04,341443
TISI,$4.90,0.22,23523
TITN,$31.57,01.07,175640
TIVC,$0.1264,-24,412450
TIXT,$17.22,-1.26,245203
TJX,$78.50,1.43,3987929
TK,$5.40,0.25,1113419
TKAT,$0.589,-109,76549
TKC,$4.16,-0.06,590862
TKLF,$1.62,0.20,2502481
TKNO,$1.84,0.02,48610
TKR,$76.79,2.67,536140
TLF,$4.39,0.09,1347
TLGY,$10.57,0.00,309
TLGYU,$10.8575,-325,405
TLIS,$0.52,99,26884
TLK,$28.60,0.28,136687
TLRY,$2.77,0.25,18653304
TLS,$1.74,0.15,750690
TLSA,$0.78,5,42897
TLYS,$7.73,0.20,329940
TM,$137.54,2.63,223882
TMBR,$1.65,0.22,84970
TMC,$0.739,-21,781756
TMCI,$26.47,0.12,371816
TMCWW,$0.11,-106,42152
TMDX,$74.02,0.63,464129
TME,$7.31,0.00,2442713
TMHC,$42.42,0.83,838097
TMKR,$10.44,0.02,649
TMKRU,$10.43,0.01,1000
TMKRW,$0.133,3,2915
TMO,$546.38,0.74,962416
TMP,$55.02,2.81,41035
TMPO,$0.3301,76,170720
TMPOW,$0.0593,-51,16800
TMQ,$0.5998,-1,254508
TMST,$17.29,1.38,670547
TMTC,$10.18,0.01,3140
TMTCR,$0.26,-0.01,193534
TMTCU,$10.44,0.00,1101
TMUS,$143.56,2.30,5091931
TNC,$78.31,1.16,70931
TNDM,$35.06,-2.45,2244363
TNET,$91.51,1.63,412732
TNGX,$3.43,0.17,45759
TNK,$37.67,0.84,330844
TNL,$35.93,0.85,591578
TNON,$1.81,-0.08,15579
TNP,$16.60,0.56,255501
TNP^D,$24.82,0.27,5012
TNP^E,$24.84,0.19,3480
TNP^F,$24.265,-35,13219
TNXP,$0.515,1,562859
TNYA,$6.80,0.97,4662341
TOAC,$10.68,0.03,505
TOACU,$10.27,-0.87,100
TOI,$0.50,0.00,102109
TOL,$63.48,1.00,1045608
TOMZ,$0.6401,-197,12999
TOP,$10.99,-6.49,15563655
TOPS,$0.7098,208,277950
TORO,$3.50,-155,212127
TOST,$18.43,0.83,7250095
TOUR,$1.80,0.01,179338
TOVX,$0.735,5,32973
TOWN,$23.11,0.93,465147
TPB,$22.25,-0.10,181352
TPC,$5.92,0.06,747258
TPCS,$7.90,0.40,35496
TPET,$2.03,0.16,217000
TPG,$26.52,01.01,592736
TPH,$29.30,0.85,1019017
TPHS,$0.29,0.00,236974
TPIC,$9.51,0.32,1439233
TPL,$1412.15,30.95,38041
TPR,$38.97,0.90,2769929
TPST,$2.05,-0.10,91397
TPTA,$18.50,-723,839
TPVG,$9.84,0.03,542584
TPX,$36.31,0.43,1947214
TPZ,$12.735,115,22881
TR,$38.75,01.02,158639
TRC,$16.92,0.22,27933
TRCA,$10.30,0.00,4833
TRDA,$12.12,0.17,58099
TREE,$18.65,1.19,282997
TREX,$55.23,2.00,1096826
TRGP,$71.88,2.53,2238355
TRHC,$5.35,-0.03,30442
TRI,$119.76,0.65,595743
TRIB,$1.025,5,14740
TRIN,$11.82,0.04,407347
TRINL,$25.35,1.201,722
TRIP,$15.72,0.09,5148289
TRIS,$10.37,0.00,10000
TRKA,$0.1926,67,13635903
TRKAW,$0.044,-139,630
TRMB,$48.05,0.45,1242736
TRMD,$29.66,0.43,269744
TRMK,$22.56,0.90,392082
TRMR,$5.40,0.17,22405
TRN,$21.53,0.83,343021
TRNO,$62.29,0.53,456815
TRNR,$4.85,-1.95,273494
TRNS,$82.48,1.66,21745
TRON,$10.59,0.00,12
TRONW,$0.085,0.00,100
TROO,$4.699,-111,9834
TROW,$107.47,1.80,1517639
TROX,$12.74,0.05,1555599
TRP,$41.80,0.93,1959130
TRS,$25.35,0.30,104360
TRST,$28.95,0.58,125178
TRT,$4.36,0.06,3219
TRTL,$10.30,0.03,3273
TRTN,$82.45,0.28,437570
TRTN^A,$25.12,0.10,5915
TRTN^B,$24.19,0.36,12578
TRTN^C,$22.19,0.16,3722
TRTN^D,$21.40,0.17,14168
TRTN^E,$19.14,0.18,9550
TRTX,$5.61,0.17,442227
TRTX^C,$15.13,-0.07,4299
TRU,$64.69,1.14,962004
TRUE,$2.59,0.03,145229
TRUP,$28.88,-7.07,7565586
TRV,$182.30,3.16,1016065
TRVG,$1.20,0.01,249217
TRVI,$3.23,0.03,371032
TRVN,$0.63,-28,63323
TRX,$0.5721,108,699910
TS,$27.31,0.45,2378715
TSAT,$8.89,0.38,10669
TSBK,$22.92,0.24,32973
TSCO,$240.33,3.51,912750
TSE,$17.48,-0.48,990933
TSEM,$43.34,-0.30,612969
TSHA,$0.7058,-42,67679
TSI,$4.68,0.00,45498
TSLA,$170.06,8.86,107439351
TSLX,$18.12,0.38,261646
TSM,$84.97,1.48,6863776
TSN,$60.69,0.56,3647343
TSP,$1.13,0.00,1563835
TSQ,$9.75,0.24,28425
TSRI,$7.34,-0.94,2118
TSVT,$11.43,-0.08,966338
TT,$176.81,0.81,1705868
TTC,$105.91,2.66,216762
TTCF,$1.52,0.11,659719
TTD,$62.70,1.26,2431065
TTE,$61.92,1.66,811623
TTEC,$33.96,-0.42,227637
TTEK,$143.65,4.54,309755
TTGT,$33.37,0.60,128433
TTI,$2.92,0.13,1308751
TTMI,$11.65,0.15,542921
TTNP,$0.77,-139,12401
TTOO,$0.2851,-33,494001
TTP,$26.5898,8.697,1328
TTSH,$4.51,0.09,59174
TTWO,$124.51,4.23,1452058
TU,$21.04,0.19,1827990
TUP,$1.09,0.05,806922
TURN,$4.54,0.00,10196
TUSK,$3.83,0.02,108085
TUYA,$2.08,0.09,1237779
TV,$4.84,0.11,1461368
TVC,$22.05,0.03,17867
TVE,$21.50,-0.05,11965
TVTX,$16.80,0.83,2163723
TW,$71.84,1.95,605582
TWCB,$10.10,0.01,206
TWCBW,$0.0453,0.00,100
TWI,$10.06,0.31,385410
TWIN,$12.17,0.65,32065
TWKS,$7.60,-0.12,1148861
TWLO,$52.37,1.56,3281082
TWLV,$10.26,0.00,40736
TWLVW,$0.0501,0.00,45
TWN,$26.355,395,1551
TWNK,$26.30,-0.07,722546
TWO,$11.85,0.11,1540114
TWO^A,$19.51,0.24,19524
TWO^B,$18.32,0.39,77580
TWO^C,$18.25,3.035,31138
TWOA,$10.17,-0.01,236
TWOU,$3.50,-0.06,1495032
TWST,$12.89,-0.05,3420401
TX,$39.28,1.23,285694
TXG,$54.27,-0.43,1415421
TXMD,$3.83,-0.22,45065
TXN,$165.82,4.76,5494667
TXO,$22.63,01.04,20478
TXRH,$108.31,-3.72,2227080
TXT,$66.15,0.79,1283917
TY,$26.31,0.22,56114
TY^,$48.55,0.00,202
TYG,$28.70,0.63,15987
TYL,$389.74,4.15,249954
TYRA,$12.42,-0.36,10956
TZOO,$7.62,0.14,222380
U,$26.46,1.64,5632234
UA,$7.83,0.32,2054672
UAA,$8.64,0.35,8096975
UAL,$44.81,1.89,7765680
UAMY,$0.3371,34,82369
UAN,$101.95,3.80,83914
UAVS,$0.3785,85,442495
UBA,$17.02,0.13,88120
UBCP,$12.49,-0.28,4847
UBER,$37.75,0.26,24676211
UBFO,$5.83,0.31,23591
UBP,$15.52,-0.15,5645
UBP^H,$21.29,0.23,3542
UBP^K,$20.183,113,6647
UBS,$19.72,0.76,5540858
UBSI,$30.41,0.78,1011630
UBX,$2.34,0.06,167298
UCAR,$4.18,-0.05,517585
UCBI,$22.41,0.85,565055
UCBIO,$17.45,0.53,34178
UCL,$4.13,0.02,7280
UCTT,$28.22,1.16,233740
UDMY,$8.98,-0.11,762548
UDR,$41.33,01.07,2407087
UE,$14.61,0.23,685615
UEC,$2.68,0.17,4575352
UEIC,$8.90,-1.45,409814
UFAB,$0.1663,77,682703
UFCS,$27.43,0.43,67816
UFI,$8.35,0.13,110750
UFPI,$81.43,1.96,681757
UFPT,$141.90,0.39,68410
UG,$9.71,-495,955
UGI,$30.50,0.81,2111969
UGIC,$74.00,2.094,2694
UGP,$3.29,0.09,1597229
UGRO,$2.04,-0.03,56716
UHAL,$61.84,1.63,134971
UHG,$8.40,-0.17,22854
UHGWW,$0.47,-0.02,82116
UHS,$142.80,1.71,344551
UHT,$44.44,0.47,30126
UI,$201.57,-20.96,224980
UIHC,$4.58,0.25,186765
UIS,$3.96,0.11,705969
UK,$0.7601,-399,238872
UKOMW,$0.0299,41,1900
UL,$55.56,0.15,1459192
ULBI,$4.08,0.02,9006
ULCC,$8.09,0.44,1619885
ULH,$25.98,01.01,39226
ULTA,$520.05,06.05,479319
UMBF,$57.88,3.61,567369
UMC,$8.20,0.22,5329076
UMH,$15.57,0.26,271666
UMH^D,$21.7267,116,5535
UNAM,$1.09,-0.02,2251
UNB,$20.88,0.63,2563
UNCY,$1.34,0.02,720986
UNF,$162.90,1.72,48656
UNFI,$27.04,0.60,425235
UNH,$494.28,7.00,2328539
UNIT,$3.82,0.18,4605007
UNM,$44.18,1.24,1464902
UNMA,$23.80,0.55,11395
UNP,$201.23,4.17,2065007
UNTY,$21.42,0.78,26753
UNVR,$35.52,0.06,3868879
UONE,$7.55,0.04,34538
UONEK,$5.65,0.16,18817
UP,$0.4795,295,1378010
UPBD,$31.335,1.755,585732
UPC,$0.67,145,40377
UPH,$1.84,0.07,13380
UPLD,$3.68,0.17,701513
UPS,$175.74,2.45,2775264
UPST,$13.24,0.78,5265395
UPTD,$10.69,0.00,10644
UPTDU,$10.55,0.00,5
UPTDW,$0.0785,0.00,100
UPWK,$8.00,0.01,4126305
UPXI,$4.19,0.11,60887
URBN,$28.04,1.22,1761556
URG,$0.9463,74,962367
URGN,$11.85,-0.66,307400
URI,$342.05,13.67,1005519
UROY,$1.93,0.06,233159
USA,$5.95,0.09,594454
USAC,$20.02,0.50,234279
USAP,$9.46,0.13,6832
USAS,$0.5407,-13,368350
USAU,$4.22,0.07,70592
USB,$30.74,1.76,28221966
USB^A,$713.97,17.72,2110
USB^H,$16.96,0.67,160555
USB^P,$21.02,0.96,79931
USB^Q,$14.54,0.77,170891
USB^R,$15.23,0.65,226954
USB^S,$17.22,0.72,93683
USCB,$9.08,0.17,4918
USCTU,$10.40,0.00,10
USCTW,$0.13,75,221
USDP,$1.86,-0.15,320056
USEA,$2.76,-0.08,30489
USEG,$1.325,5,49948
USFD,$38.59,1.13,1724569
USGO,$10.41,0.21,79202
USGOW,$1.36,-0.09,14731
USIO,$2.18,0.05,45755
USLM,$165.98,5.63,4557
USM,$17.24,-2.79,1184720
USNA,$67.14,0.06,82708
USPH,$114.10,5.61,66209
USX,$6.04,0.01,285626
UTAA,$10.4645,-155,2324
UTAAW,$0.14,0.00,17756
UTF,$23.14,0.41,129001
UTG,$28.69,0.32,123736
UTHR,$214.12,-1.60,971716
UTI,$6.17,-0.01,76710
UTL,$56.72,0.77,60799
UTMD,$93.68,2.18,4395
UTME,$1.255,85,362465
UTRS,$0.2279,3,26715
UTSI,$3.80,0.11,2362
UTZ,$18.11,0.03,377037
UUU,$2.01,0.01,21044
UUUU,$5.96,0.28,1983660
UVE,$15.58,-0.02,189035
UVSP,$17.99,0.89,166488
UVV,$54.00,0.88,101997
UWMC,$5.83,0.08,1083869
UXIN,$1.11,-0.02,446107
UZD,$15.00,-0.11,202599
UZE,$13.18,-0.28,210926
UZF,$13.12,-0.34,141777
V,$231.78,6.18,6237008
VABK,$30.25,0.20,12602
VAC,$129.82,-0.13,382754
VACC,$2.30,-0.06,26019
VAL,$57.04,02.04,1661247
VALE,$13.90,0.54,22991874
VALN,$12.8714,1.2963,3467
VALU,$47.66,0.66,717
VANI,$1.33,-0.13,117650
VAPO,$0.60,849,248740
VATE,$2.69,0.01,65092
VAXX,$2.30,0.10,78043
VBF,$15.77,-0.08,10574
VBFC,$49.50,0.92,168
VBIV,$2.78,0.10,98454
VBLT,$0.196,0.01,862696
VBNK,$6.49,-0.21,19840
VBOC,$10.39,-0.01,129
VBOCU,$10.43,-0.21,3500
VBOCW,$0.0335,-212,250
VBTX,$16.31,0.62,623257
VC,$135.38,6.25,493381
VCEL,$33.04,0.38,271082
VCIF,$9.75,-0.05,7427
VCIG,$3.92,0.20,885443
VCNX,$0.3492,1,164549
VCSA,$0.8293,89,842909
VCTR,$29.95,1.31,318353
VCV,$9.78,0.04,100199
VCXA,$10.2501,-599,2660
VCXAU,$10.16,-0.04,887
VCXAW,$0.0895,-4,3569
VCXB,$10.35,-1,101
VCYT,$23.28,01.02,774938
VECO,$18.56,0.75,504697
VECT,$10.69,-0.06,41102
VEDU,$0.6411,361,19601
VEEE,$1.39,0.03,10606
VEEV,$179.10,0.41,522354
VEL,$8.99,0.44,20453
VEON,$19.00,-0.04,10786
VERA,$7.44,0.17,211349
VERB,$1.56,-0.06,320089
VERBW,$0.018,-27,89038
VERI,$3.825,125,516489
VERO,$0.1942,145,185487
VERU,$1.34,0.07,1246326
VERV,$16.24,-0.07,348592
VERX,$20.19,0.14,148259
VERY,$7.00,0.15,2248
VET,$12.54,0.65,1446727
VEV,$0.7549,244,45231
VFC,$22.12,1.14,5370344
VFF,$0.7708,221,405619
VFL,$10.46,0.05,15685
VGAS,$5.09,0.09,2992
VGASW,$0.1999,25,4883
VGI,$7.66,0.02,57739
VGM,$9.82,0.07,63741
VGR,$12.44,0.15,482505
VGZ,$0.724,-228,270963
VHAQ,$11.00,0.00,1438
VHC,$0.35,-41,759017
VHI,$15.27,0.38,7481
VHNA,$10.54,0.00,5
VHNAW,$0.0375,145,1642
VIA,$9.96,-0.09,56538
VIAO,$2.7639,-775,554
VIASP,$11.70,0.45,36253
VIAV,$9.16,0.06,2002305
VICI,$32.81,0.41,2767446
VICR,$44.74,3.46,435781
VIEW,$0.26,57,720527
VIEWW,$0.0267,2,4506
VIGL,$10.00,01.06,21612
VII,$10.69,2.576,252
VIIAW,$0.1001,0.00,46418
VINC,$1.57,-0.05,79870
VINE,$0.52,-0.01,18904
VINO,$0.7599,-401,1261527
VINP,$8.02,0.05,20686
VIOT,$0.9184,84,14263
VIPS,$14.89,-0.11,4438537
VIR,$24.50,-1.00,1217509
VIRC,$3.83,0.11,27205
VIRI,$1.01,-0.01,654548
VIRT,$17.62,0.76,2119224
VIRX,$1.00,-0.13,282157
VISL,$4.57,0.06,11024
VIST,$20.41,1.42,559733
VITL,$15.42,0.49,348041
VIV,$8.31,0.16,2143507
VIVK,$1.14,0.01,1187
VJET,$1.96,0.11,8013
VKI,$8.51,0.04,143776
VKQ,$9.57,0.08,119940
VKTX,$22.86,1.19,2910261
VLCN,$1.21,-0.04,25872
VLD,$2.06,0.05,1194138
VLGEA,$21.62,0.23,24282
VLN,$2.38,-0.15,634730
VLO,$107.04,2.73,3872048
VLRS,$11.77,0.43,427233
VLT,$10.47,0.10,28145
VLY,$7.60,0.46,11620558
VLYPO,$16.89,1.74,51318
VLYPP,$15.38,1.26,50125
VMAR,$3.8722,-78,3471
VMC,$193.57,3.34,1068076
VMCA,$10.595,5,13857
VMCAU,$10.64,0.03,400
VMCAW,$0.0648,249,100
VMD,$10.70,0.18,66828
VMEO,$3.54,-0.06,1357060
VMGA,$10.41,0.00,29839
VMGAW,$0.0037,0.00,239
VMI,$290.04,6.32,76532
VMO,$9.58,0.09,136959
VMW,$124.12,2.31,1295220
VNCE,$6.09,0.09,4312
VNDA,$6.95,0.08,607088
VNET,$3.00,0.03,687835
VNO,$14.21,0.63,3630475
VNO^L,$12.45,0.12,57972
VNO^M,$11.94,0.01,272261
VNO^N,$11.67,-849,321696
VNO^O,$10.18,0.07,62533
VNOM,$27.54,0.73,257854
VNRX,$2.00,-0.02,168318
VNT,$27.79,0.38,822716
VNTR,$0.32,-182,60434
VOC,$7.87,0.25,118849
VOD,$11.95,0.10,5499993
VOR,$3.93,0.08,120262
VOXR,$2.99,0.06,17859
VOXX,$12.70,0.03,42756
VOYA,$70.44,2.83,1907844
VOYA^B,$23.62,0.24,20734
VPG,$38.49,0.49,25803
VPV,$9.88,0.06,24191
VQS,$0.307,251,38403
VRA,$5.39,0.07,210467
VRAR,$4.10,-0.04,23621
VRAX,$0.3511,101,335647
VRAY,$1.05,0.01,888230
VRCA,$6.55,0.14,132490
VRDN,$26.30,-1.15,679403
VRE,$16.34,0.18,337402
VREX,$22.01,0.78,497975
VRM,$0.835,871,3431280
VRME,$1.88,0.02,13501
VRMEW,$0.158,2,1500
VRNA,$21.66,0.78,196363
VRNS,$23.03,0.59,1306451
VRNT,$33.91,0.29,310134
VRPX,$0.7163,461,38454
VRRM,$17.56,01.03,2755494
VRSK,$210.88,5.12,1233838
VRSN,$219.49,-1.28,470798
VRT,$14.98,0.67,4187264
VRTS,$168.78,1.50,98552
VRTV,$109.45,3.62,98439
VRTX,$348.09,1.50,1119409
VS,$0.60,0.02,602780
VSAC,$10.5862,62,700
VSAT,$37.46,1.19,267943
VSCO,$27.83,01.04,1156434
VSEC,$47.82,01.08,60836
VSH,$21.54,0.51,1369936
VSSYW,$0.0349,-6,539
VST,$23.42,0.25,3008352
VSTA,$3.8006,-94,546
VSTM,$0.429,-171,616122
VSTO,$28.89,0.95,1103100
VTEX,$3.79,-0.16,657039
VTGN,$0.1223,-33,1774670
VTLE,$44.45,2.36,595126
VTN,$10.30,0.13,65274
VTNR,$7.55,0.43,1871409
VTOL,$22.77,1.56,138826
VTR,$47.85,0.08,1902131
VTRS,$9.28,0.26,14021511
VTRU,$12.98,0.18,20224
VTS,$17.75,0.75,200366
VTSI,$5.45,0.08,11352
VTVT,$0.7545,-307,90782
VTYX,$39.55,0.70,599596
VUZI,$4.00,0.19,542513
VVI,$22.59,3.44,261131
VVOS,$0.3247,48,41087
VVPR,$0.4069,438,393931
VVR,$3.70,0.02,355483
VVV,$34.20,0.70,1073959
VVX,$43.15,0.37,45633
VWE,$1.28,-0.02,41046
VWEWW,$0.14,0.01,2200
VXRT,$0.8738,138,663126
VYGR,$8.06,0.23,370334
VYNE,$7.96,0.63,205010
VYNT,$0.2999,-75,87487
VZ,$37.83,0.48,15809354
VZIO,$8.36,0.27,283000
VZLA,$1.48,0.00,166842
W,$40.19,3.97,9475202
WAB,$99.17,1.75,1287187
WABC,$38.60,1.29,277516
WAFD,$26.25,01.06,705347
WAFDP,$13.64,0.16,103753
WAFU,$2.08,-0.25,93563
WAL,$27.16,8.96,42791494
WAL^A,$12.04,2.18,564682
WALD,$9.18,-0.02,622
WALDW,$0.48,-51,3719
WASH,$25.31,0.66,273153
WAT,$296.79,0.79,564484
WATT,$0.367,8,179248
WAVC,$10.30,-0.12,701
WAVD,$0.47,-67,8914
WAVE,$2.71,-0.26,26962
WAVS,$10.24,-0.01,5503
WB,$16.38,-0.02,333733
WBA,$32.17,0.62,6666052
WBD,$12.89,0.56,43786222
WBS,$33.94,1.70,1851220
WBS^F,$16.83,02.08,33565
WBS^G,$19.10,01.08,23199
WBX,$3.07,0.39,2718294
WCC,$129.97,7.10,1396389
WCC^A,$27.11,0.24,15690
WCN,$140.82,1.50,561325
WD,$66.43,1.31,243622
WDAY,$181.48,-0.44,2650766
WDC,$33.45,0.41,3032193
WDFC,$184.49,-4.90,106531
WDH,$2.88,-0.01,390586
WDI,$13.29,0.08,143189
WDS,$22.79,0.82,371272
WE,$0.4437,451,5323613
WEA,$10.30,0.10,9128
WEAV,$5.28,-0.07,668863
WEC,$96.01,0.66,899845
WEJO,$0.3651,161,145064
WEJOW,$0.025,-26,53049
WEL,$10.619,29,587304
WELL,$78.76,1.86,1697181
WEN,$22.63,0.59,2418436
WERN,$46.33,0.80,705753
WES,$25.57,0.39,730937
WEST,$11.65,-0.03,196923
WESTW,$2.645,25,12003
WETG,$0.059,-64,31043672
WEX,$175.61,6.16,363578
WEYS,$25.94,0.44,6964
WF,$26.82,0.64,35916
WFC,$37.94,1.22,27036156
WFC^A,$18.68,0.24,100016
WFC^C,$17.40,0.25,67832
WFC^D,$16.96,0.22,112680
WFC^L,$1140.0001,5.5901,6234
WFC^Q,$23.65,0.05,502643
WFC^R,$24.81,0.34,66406
WFC^Y,$22.58,0.18,21378
WFC^Z,$18.96,0.25,172193
WFCF,$13.775,-105,421
WFG,$75.04,2.39,112963
WFRD,$60.79,1.89,429200
WGO,$59.23,0.50,372566
WGS,$8.55,0.79,241247
WGSWW,$0.0207,7,7027
WH,$68.31,01.09,923992
WHD,$38.72,1.38,496459
WHF,$11.45,0.10,52338
WHG,$12.49,0.21,4600
WHLM,$4.09,0.12,2281
WHLR,$0.99,-0.04,4034
WHLRD,$12.00,0.01,225
WHLRL,$46.00,0.00,18
WHLRP,$1.4699,-1.001,5817
WHR,$137.02,1.27,576963
WIA,$8.68,0.02,20866
WILC,$13.36,-0.45,756
WIMI,$1.0401,601,411847
WINA,$319.02,-1.66,72259
WING,$210.23,2.66,598936
WINT,$1.61,0.08,950922
WINVR,$0.1096,204,1000
WIRE,$166.63,4.91,179076
WISA,$1.21,0.07,186347
WISH,$7.47,-0.16,1734088
WIT,$4.63,-0.01,1590389
WIW,$9.25,0.06,114053
WIX,$76.85,1.52,890295
WK,$89.15,3.39,497303
WKEY,$2.20,-0.01,16915
WKHS,$1.08,0.02,2162684
WKME,$10.00,0.14,126096
WKSP,$2.025,35,139685
WKSPW,$0.15,0.00,5168
WLDN,$15.89,1.54,82060
WLDS,$0.495,-199,78853
WLDSW,$0.1096,96,307
WLFC,$51.87,1.84,25317
WLGS,$1.88,-0.22,360198
WLK,$121.29,4.47,567689
WLKP,$21.71,0.51,22449
WLMS,$0.899,-399,23143
