ticker,valor_actual,variacion,volumen
RCI,$49.25,0.70,231436
RCKT,$21.00,2.31,1498131
RCKTW,$0.255,75,3620
RCKY,$20.97,01.04,51817
RCL,$75.61,3.73,5897680
RCLF,$10.40,0.05,2391
RCLFU,$10.48,-0.12,200
RCLFW,$0.147,491,1700
RCM,$16.26,0.67,5262399
RCMT,$12.19,-0.09,66770
RCON,$0.41,-3,77297
RCRT,$0.2176,-7,105694
RCS,$5.27,0.00,86465
RCUS,$19.56,0.07,729416
RDCM,$9.51,1.733,3102
RDFN,$9.43,2.35,12583716
RDHL,$2.15,-0.13,81336
RDI,$3.25,0.07,7674
RDIB,$21.65,0.25,12137
RDN,$24.79,0.82,1919982
RDNT,$28.68,0.89,387635
RDVT,$16.50,0.04,22161
RDW,$2.92,0.18,147949
RDWR,$19.07,0.95,172675
RDY,$60.78,-0.16,231490
RE,$375.40,3.85,378759
REAL,$1.15,0.05,2147457
REAX,$1.22,0.03,125743
REBN,$0.9797,547,7389
REE,$0.3225,24,361768
REFI,$13.98,0.14,45082
REFR,$1.59,0.17,47310
REG,$60.74,0.64,902434
REGN,$762.10,8.22,637007
REI,$1.91,0.14,2776517
REKR,$1.29,0.10,284495
RELI,$3.88,0.00,33725
RELIW,$0.0999,-102,18730
RELL,$15.69,0.17,54212
RELX,$30.55,-0.07,2197489
RELY,$18.28,0.00,1393806
RENE,$10.58,0.04,483
RENEU,$10.59,-0.11,101
RENEW,$0.165,49,26115
RENN,$1.11,-0.01,29547
RENT,$2.39,0.21,524066
REPL,$17.46,0.01,272526
REPX,$41.69,1.32,94875
RERE,$2.20,-0.06,290588
RES,$7.00,0.17,1143125
RETA,$104.79,2.39,570952
RETO,$0.2588,3,61096
REUN,$0.7698,1,16961
REVB,$1.19,0.08,661735
REVBW,$0.02,2,22080
REVG,$10.61,0.24,95743
REX,$28.30,0.53,80593
REXR,$56.69,1.36,1308006
REXR^B,$24.1089,289,2372
REXR^C,$24.09,0.09,10157
REYN,$27.39,0.07,665426
REZI,$16.14,0.01,1173006
RF,$16.54,0.79,14479585
RF^B,$21.22,1.21,925268
RF^C,$18.70,-0.31,452625
RF^E,$15.36,0.23,59685
RFAC,$10.34,0.00,20
RFACW,$0.021,0.00,90
RFI,$11.78,0.07,59622
RFIL,$3.90,0.09,2444
RFL,$1.96,0.05,17503
RFM,$15.40,-0.03,14762
RFMZ,$13.34,125,21284
RGA,$145.76,10.50,830057
RGC,$25.85,1.35,434
RGCO,$18.85,-0.18,29221
RGEN,$160.16,2.93,455935
RGF,$3.6967,-1.333,864
RGLD,$141.60,-1.75,440920
RGLS,$1.405,45,39272
RGNX,$18.88,-1.03,545625
RGP,$14.59,0.31,148365
RGR,$54.09,0.66,157013
RGS,$1.11,0.06,104532
RGT,$8.76,0.06,14304
RGTI,$0.4092,0.02,469368
RGTIW,$0.08,259,18661
RH,$261.72,9.23,755498
RHE,$4.12,0.12,57891
RHE^A,$4.35,-1,100
RHI,$69.00,1.58,1003579
RHP,$93.94,1.55,554957
RIBT,$0.94,0.01,18641
RICK,$74.83,1.73,42359
RIDE,$0.3361,-285,7136304
RIG,$6.16,0.25,15443175
RIGL,$1.18,0.01,1556399
RILY,$36.69,8.59,1100720
RILYG,$18.13,0.38,7719
RILYK,$19.56,0.32,15790
RILYL,$22.00,02.09,15532
RILYM,$22.01,0.86,9930
RILYN,$19.43,0.83,30436
RILYO,$24.28,0.43,9452
RILYP,$16.57,1.70,27913
RILYT,$17.57,0.61,26658
RILYZ,$15.86,0.11,74790
RIO,$63.67,2.19,3366162
RIOT,$11.54,0.70,28525872
RITM,$7.88,0.24,4184138
RITM^A,$21.1412,685,14537
RITM^B,$19.75,0.32,21533
RITM^C,$17.70,0.28,52855
RITM^D,$18.99,0.27,26478
RIV,$11.06,0.08,65837
RIV^A,$22.90,0.00,5522
RIVN,$13.41,0.46,16754358
RJAC,$10.35,0.01,1700
RJF,$86.20,2.74,1258905
RJF^B,$24.73,0.18,7042
RKDA,$6.32,4.201,58829
RKLB,$3.85,-0.03,3307788
RKT,$8.45,-0.25,3223863
RL,$113.84,4.00,713636
RLAY,$11.27,0.05,1703492
RLGT,$6.39,-0.08,196287
RLI,$137.30,0.71,174079
RLJ,$10.74,0.50,2802952
RLJ^A,$23.68,0.22,12415
RLMD,$3.22,0.18,183225
RLTY,$13.17,0.15,157812
RLX,$2.44,-0.04,8874607
RLYB,$5.63,0.12,27201
RM,$27.13,0.80,19875
RMAX,$19.11,0.90,117944
RMBI,$9.27,0.51,6318
RMBL,$7.32,0.60,108934
RMBS,$48.33,1.60,889078
RMCF,$5.42,-0.03,5953
RMD,$231.65,-0.44,385711
RMED,$1.25,0.01,29466
RMGC,$10.05,0.00,120
RMGCU,$10.13,0.00,202
RMGCW,$0.08,-1,5390
RMI,$16.95,0.06,5516
RMM,$15.76,-0.13,21220
RMMZ,$15.88,0.30,37269
RMNI,$4.15,0.10,462007
RMPL^,$25.05,0.04,354
RMR,$22.51,-0.07,66440
RMT,$8.10,0.10,159368
RMTI,$2.87,-0.02,153273
RNA,$11.58,0.38,1294058
RNAZ,$0.3202,84,113884
RNG,$26.04,0.69,3433512
RNGR,$11.23,0.15,93580
RNLX,$2.39,0.07,10882
RNP,$18.73,0.33,103270
RNR,$206.30,0.75,313057
RNR^F,$22.94,0.29,66905
RNR^G,$18.18,0.15,42966
RNST,$26.54,0.90,268515
RNW,$5.47,0.22,818029
RNWWW,$0.80,898,1200
RNXT,$2.71,-0.21,11696
ROAD,$27.86,3.50,257750
ROC,$10.515,-49,20715
ROCAR,$0.29,-15,36955
ROCC,$39.62,01.01,156208
ROCG,$10.395,-5,126
ROCGW,$0.38,0.03,500
ROCK,$54.35,1.50,169049
ROCL,$10.39,0.00,15714
ROCLU,$10.40,0.02,31001
ROCLW,$0.089,44,25250
ROG,$164.10,02.09,143901
ROIC,$13.01,0.15,906314
ROIV,$8.62,0.22,2497648
ROIVW,$1.82,0.07,26048
ROK,$283.42,4.22,451675
ROKU,$54.97,2.18,4758424
ROL,$41.77,-0.07,1163617
RONI,$10.30,-15,38069
ROOT,$5.32,0.44,208008
ROP,$458.12,4.64,329669
ROSE,$10.52,0.02,101
ROSEW,$0.0303,-87,2742
ROSS,$10.3299,199,173
ROST,$104.44,1.61,1765315
ROVR,$3.97,-0.04,556179
RPAY,$6.05,0.30,579763
RPD,$46.90,1.30,2213927
RPHM,$9.04,-0.69,141418
RPID,$0.89,195,81262
RPM,$81.21,1.32,403679
RPRX,$35.10,0.21,1876236
RPT,$9.24,0.24,559129
RPT^D,$45.39,0.00,255
RPTX,$10.63,0.72,120395
RQI,$11.50,0.07,341745
RRAC,$10.52,0.01,600
RRBI,$45.45,0.73,3126
RRC,$25.30,01.03,4183545
RRGB,$12.83,-0.10,193404
RRR,$48.38,1.94,481842
RRX,$128.92,1.86,838884
RS,$243.56,3.94,273036
RSF,$15.425,115,4398
RSG,$145.86,0.05,1482882
RSI,$3.29,0.16,307835
RSKD,$4.66,-0.05,155724
RSLS,$2.38,-0.01,62782
RSSS,$2.09,-0.03,7250
RSVR,$6.40,0.12,33994
RSVRW,$1.46,0.01,305
RTC,$7.24,-0.14,20953
RTL,$5.47,0.16,566870
RTLPO,$19.8201,1,692
RTLPP,$20.10,0.11,3301
RTO,$39.83,0.07,995954
RTX,$96.58,0.66,3260015
RUM,$9.48,0.60,1761288
RUMBW,$2.14,1.416,49949
RUN,$17.65,0.74,14634706
RUSHA,$51.30,1.10,176797
RUSHB,$56.84,1.56,10985
RUTH,$21.38,-0.02,1985987
RVLP,$0.8156,444,72379
RVLV,$18.29,-0.22,1548499
RVMD,$24.34,0.11,744107
RVNC,$34.61,0.83,1984411
RVP,$1.60,-0.01,12566
RVPH,$8.55,0.16,312974
RVPHW,$2.75,-0.02,93230
RVSB,$4.70,0.18,27203
RVSN,$0.88,-96,58048
RVSNW,$0.1345,-855,924
RVT,$12.79,0.22,253972
RVYL,$0.7084,386,82484
RWAY,$11.18,0.52,180400
RWAYL,$24.04,0.14,570
RWAYZ,$24.55,971,4642
RWLK,$0.6118,-81,70695
RWOD,$10.37,99,4680
RWODW,$0.07,-34,600
RWT,$5.68,0.13,1314039
RWT^A,$20.03,-1.201,30133
RXDX,$194.20,0.21,927317
RXO,$19.45,0.37,783843
RXRX,$5.16,0.02,1174889
RXST,$18.35,0.23,105591
RXT,$1.35,0.04,1198815
RY,$97.94,2.44,803015
RY^T,$25.2899,899,1916
RYAAY,$95.41,2.12,172437
RYAM,$5.64,0.34,430651
RYAN,$42.15,1.68,1009164
RYI,$34.49,-0.95,675618
RYN,$29.95,0.04,594761
RYTM,$16.69,0.24,836174
RZB,$24.64,0.58,29219
RZC,$25.82,0.39,16104
RZLT,$2.30,0.17,14386
S,$16.89,01.05,6952486
SA,$15.79,0.07,475621
SABR,$3.67,-0.08,5621920
SABRP,$55.16,-0.15,503
SABS,$0.8689,-311,543565
SABSW,$0.12,0.01,44946
SACC,$23.20,-804,806
SACH,$3.35,0.05,349653
SACH^A,$19.10,0.10,2738
SAFE,$28.04,0.92,417659
SAFT,$70.05,-0.73,87257
SAGA,$10.54,0.00,349
SAGAR,$0.175,0.00,700
SAGE,$49.06,0.95,453185
SAH,$40.61,0.63,282806
SAI,$3.26,-0.59,346548
SAIA,$293.07,1.71,277203
SAIC,$101.08,2.37,382610
SAITW,$0.205,0.00,500
SAJ,$24.9777,4.977,3712
SAL,$22.67,01.09,3499
SALM,$1.02,0.00,22346
SAM,$310.31,5.97,95842
SAMA,$10.34,0.00,43
SAMAW,$0.0839,146,4099
SAMG,$17.81,-0.21,19566
SAN,$3.45,0.10,2978635
SANA,$5.70,-0.05,1154044
SAND,$6.12,0.01,1405984
SANG,$3.70,0.08,4775
SANM,$52.65,1.12,653133
SANW,$1.36,0.01,30726
SAP,$134.76,0.67,623760
SAR,$24.34,0.57,50992
SASI,$0.42,9,8630
SASR,$21.66,0.65,472734
SAT,$23.13,0.06,4081
SATL,$2.13,0.05,23627
SATLW,$0.14,-131,76747
SATS,$16.08,0.07,197647
SATX,$0.4398,98,241129
SAVA,$22.32,-0.02,1251378
SAVE,$16.32,0.19,1335170
SAY,$24.93,-0.10,9296
SAZ,$25.03,0.03,8867
SB,$3.61,0.20,905058
SB^C,$24.75,0.10,2598
SB^D,$24.63,36,1269
SBAC,$239.59,1.29,722910
SBBA,$24.91,0.01,7238
SBCF,$20.33,1.50,1118342
SBET,$3.34,-0.05,67977
SBEV,$1.22,0.01,100108
SBFG,$13.13,0.13,3931
SBFM,$0.5279,-121,70115
SBFMW,$0.4898,-1,3687
SBGI,$16.75,1.10,1112260
SBH,$11.67,-0.38,2412500
SBI,$7.74,484,10969
SBIG,$0.6731,-769,181887
SBLK,$18.81,0.67,1097631
SBOW,$22.60,0.75,229072
SBR,$70.70,1.38,68767
SBRA,$11.29,0.19,1584323
SBS,$9.33,0.05,1274359
SBSI,$28.33,01.08,146396
SBSW,$9.61,0.29,4501837
SBT,$4.68,0.08,42205
SBUX,$107.21,2.49,7812008
SBXC,$10.04,-0.01,100
SCAQ,$10.235,0.00,400
SCAQW,$0.2397,-3,550
SCCB,$24.60,0.00,644
SCCC,$23.725,15,3086
SCCD,$20.85,0.00,9
SCCE,$20.42,-0.03,3727
SCCF,$21.105,-125,233
SCCG,$21.95,0.12,1650
SCCO,$79.21,4.26,1191616
SCD,$11.98,0.16,23356
SCE^G,$20.10,0.42,7896
SCE^H,$20.89,0.08,22607
SCE^J,$19.3201,-899,29447
SCE^K,$21.57,0.22,9363
SCE^L,$18.95,-0.03,23391
SCHL,$37.41,1.28,138465
SCHN,$28.29,0.18,168916
SCHW,$49.24,1.87,22006925
SCHW^D,$24.79,0.41,256095
SCHW^J,$19.26,0.37,99102
SCI,$65.08,0.29,787178
SCKT,$1.53,291,11261
SCL,$92.00,1.44,83752
SCLX,$5.40,0.14,443582
SCLXW,$1.58,901,30264
SCM,$14.33,0.30,116625
SCOR,$0.9412,-288,192321
SCPH,$11.18,0.25,337720
SCPL,$16.69,0.21,192472
SCRM,$10.20,-25,14323
SCRMU,$10.27,0.00,300
SCRMW,$0.24,0.00,1
SCS,$7.62,-0.01,712298
SCSC,$26.20,-0.14,97932
SCTL,$0.70,1,132945
SCU,$8.50,0.20,75247
SCVL,$22.89,0.96,209046
SCWO,$2.89,0.09,472667
SCWX,$8.73,0.11,45727
SCX,$10.14,0.23,15939
SCYX,$2.99,-0.04,489755
SD,$14.23,1.12,701603
SDAC,$10.18,0.00,1
SDACU,$10.11,-0.11,1400
SDACW,$0.0358,-152,148827
SDC,$0.3938,138,675887
SDGR,$27.67,-2.45,2173685
SDHY,$15.00,0.09,44596
SDIG,$0.9647,856,1026897
SDPI,$0.951,0.00,10673
SDRL,$37.17,2.48,300410
SE,$78.41,2.41,3007707
SEAC,$0.4228,-72,106666
SEAL^A,$23.63,-0.08,16575
SEAL^B,$23.1402,-2.598,16957
SEAS,$55.16,2.27,1283598
SEAT,$7.40,0.24,281551
SEB,$3819.78,74.76,1420
SECO,$1.10,-0.05,711726
SEDG,$293.39,12.17,1100833
SEE,$42.54,0.73,1136500
SEED,$6.165,5,24519
SEEL,$0.84,434,685197
SEER,$3.62,0.17,277350
SEIC,$59.33,1.27,375064
SELB,$1.08,0.01,2482590
SELF,$5.07,0.04,6457
SEM,$30.75,1.73,1790191
SEMR,$9.58,0.32,200438
SENEA,$47.50,0.27,25274
SENEB,$47.12,-0.35,362
SENS,$0.6144,38,3500062
SEPA,$9.92,0.02,350
SEPAW,$0.0721,0.00,1
SERA,$3.57,0.06,20612
SES,$1.49,0.05,874096
SEV,$0.2621,-56,1388722
SEVN,$9.36,0.02,25295
SF,$57.97,2.16,464372
SF^B,$21.7001,5.051,13463
SF^C,$21.90,0.58,17869
SF^D,$15.09,0.38,57891
SFB,$20.44,0.08,5784
SFBC,$36.00,149,2423
SFBS,$47.58,2.98,364516
SFE,$2.07,195,26264
SFIX,$3.10,0.15,2770548
SFL,$8.83,0.25,696152
SFM,$36.42,0.10,1303410
SFNC,$16.01,0.31,780784
SFR,$0.5229,-671,150096
SFRWW,$0.0302,-54,400
SFST,$22.12,0.79,73693
SFT,$1.84,0.25,318194
SFWL,$4.09,0.09,206405
SG,$8.94,01.01,3684618
SGA,$22.10,-0.35,29400
SGBX,$0.8176,-269,14352
SGC,$7.54,-0.02,65318
SGEN,$199.87,1.37,1642691
SGH,$16.50,0.54,327587
SGHC,$3.66,0.25,183844
SGHL,$10.43,0.00,6
SGHLW,$0.0494,47,2831
SGHT,$10.00,-0.67,109871
SGII,$10.29,0.01,40263
SGLY,$0.5453,-148,15553
SGMA,$3.53,0.03,4948227
SGML,$36.84,2.38,642427
SGMO,$1.34,-0.02,1162577
SGRP,$1.0299,199,3188
SGRY,$35.21,0.49,821050
SGTX,$0.501,-456,10475
SGU,$14.25,0.43,56540
SHAK,$65.53,3.96,2289377
SHAP,$10.46,-0.09,203
SHBI,$11.57,0.41,51601
SHC,$15.02,-0.03,875239
SHCO,$7.09,-0.06,119311
SHCR,$1.50,-0.02,2313606
SHCRW,$0.165,0.00,2
SHEL,$61.13,1.79,4957556
SHEN,$19.41,-0.17,118532
SHFS,$0.5125,175,327092
SHFSW,$0.0175,-54,2300
SHG,$26.94,0.71,172042
SHIP,$4.57,0.11,94637
SHLS,$18.96,0.84,2261583
SHLT,$9.489,-4.008,2320
SHO,$10.22,0.28,1731322
SHO^H,$21.47,0.02,2677
SHO^I,$19.47,0.07,7836
SHOO,$32.77,0.74,944381
SHOP,$62.03,4.73,43079800
SHPH,$1.25,-0.10,97424
SHPW,$0.373,888,968208
SHUA,$10.55,0.00,295
SHW,$230.84,3.50,1007960
SHYF,$23.73,0.36,153487
SI,$1.34,0.13,11504383
SI^A,$9.89,-0.02,52355
SIBN,$22.03,-2.43,2430516
SID,$2.79,0.22,5668655
SIDU,$0.2376,11,1634770
SIEB,$2.26,0.14,135322
SIEN,$1.48,0.09,23183
SIF,$2.36,0.03,3224
SIFY,$1.275,35,37068
SIG,$69.46,2.27,474572
SIGA,$5.93,0.11,773789
SIGI,$103.36,0.75,270851
SIGIP,$16.08,0.08,14913
SII,$34.95,-0.03,46549
SILC,$34.36,0.11,8430
SILK,$42.63,0.85,526764
SILO,$2.2001,251,5047
SILV,$6.93,0.11,970290
SIM,$32.19,0.00,1133
SIMO,$58.86,0.41,717571
SINT,$1.44,0.06,85042
SIRE,$25.50,0.05,45103
SIRI,$3.73,0.14,13390752
SISI,$0.5801,-339,75094
SITC,$12.13,0.21,1311763
SITC^A,$23.60,0.12,2839
SITE,$152.98,-0.45,285118
SITM,$88.29,3.79,1228884
SIX,$22.44,0.26,5884240
SJ,$4.09,0.09,39093
SJM,$158.20,0.78,650500
SJT,$7.37,0.43,882439
SJW,$76.65,0.39,158663
SKE,$7.22,-0.08,36494
SKGR,$10.50,0.01,105
SKGRU,$10.50,0.00,4
SKIL,$1.19,0.08,114966
SKIN,$10.49,0.56,1727316
SKLZ,$0.618,43,6734246
SKM,$20.34,0.18,693188
SKT,$19.30,0.44,861835
SKWD,$21.55,0.04,155865
SKX,$51.84,-0.13,1890407
SKY,$74.16,1.71,306480
SKYH,$5.53,-0.22,10472
SKYT,$9.38,0.70,147405
SKYW,$28.06,0.88,567102
SKYX,$3.42,0.02,82635
SLAB,$137.40,2.16,593066
SLAC,$10.17,0.00,107255
SLACU,$10.071,0.00,50
SLACW,$0.131,-4,22766
SLAM,$10.4402,1,3697
SLAMU,$10.50,41,150
SLAMW,$0.20,-7,3256
SLB,$45.75,0.68,9900440
SLCA,$12.48,0.30,1940993
SLDB,$5.35,0.01,6476
SLDP,$2.10,0.06,10080117
SLDPW,$0.3101,201,30782
SLF,$48.66,1.10,527739
SLG,$22.62,1.18,1766303
SLG^I,$17.26,0.76,18601
SLGC,$2.91,0.08,831098
SLGCW,$0.3175,5,615
SLGG,$0.5399,757,177989
SLGL,$3.5524,24,981
SLGN,$48.00,0.75,253479
SLI,$3.19,0.03,553897
SLM,$14.30,0.36,3317385
SLMBP,$58.50,1.82,10202
SLN,$6.35,0.17,33947
SLNA,$1.37,0.00,31519
SLNAW,$0.0751,16,800
SLND,$6.97,0.13,29329
SLNG,$3.31,0.29,4123
SLNH,$0.1951,-49,109807
SLNHP,$2.04,0.02,1106
SLNO,$3.88,-0.01,30426
SLP,$40.86,0.18,53465
SLQT,$1.35,0.28,3219173
SLRC,$14.05,0.28,122090
SLRN,$23.50,5.50,6986532
SLRX,$1.83,0.13,27047
SLS,$1.68,0.14,262432
SLVM,$45.20,1.13,360027
SLVR,$10.27,0.00,23
SLVRU,$10.3301,-5.249,930
SLVRW,$0.1601,-129,694
SM,$26.92,1.63,1926464
SMAP,$10.50,-0.09,4425
SMAR,$39.13,-0.14,734937
SMBC,$32.38,1.25,31370
SMBK,$20.675,695,28713
SMCI,$137.23,0.83,2362676
SMFG,$8.21,0.37,4644173
SMFL,$2.36,0.61,1796722
SMG,$66.44,2.40,726495
SMHI,$8.46,0.15,48336
SMID,$18.85,4.677,8377
SMLP,$15.31,1.41,7625
SMLR,$25.46,-0.01,70806
SMMF,$18.20,0.47,32278
SMMT,$2.17,0.41,3764471
SMP,$36.89,1.16,145579
SMPL,$37.83,0.86,408962
SMR,$8.06,0.37,594234
SMRT,$2.68,0.07,582840
SMSI,$1.24,0.08,264668
SMTC,$18.68,0.59,901282
SMTI,$37.80,-0.55,27051
SMWB,$5.82,-0.12,75992
SMX,$1.29,0.41,5839659
SMXWW,$0.0598,-52,80727
SNA,$260.81,2.13,231252
SNAL,$1.30,37,5898
SNAP,$8.23,0.32,30260103
SNAX,$0.4101,0.01,45587
SNAXW,$0.0397,5,112842
SNBR,$23.11,0.38,533435
SNCE,$0.2838,138,414628
SNCR,$0.8855,-136,101349
SNCRL,$18.00,-0.09,1988
SNCY,$17.63,0.49,263276
SND,$1.77,0.11,250240
SNDA,$7.32,0.65,7304
SNDL,$1.73,0.12,4143983
SNDR,$26.68,0.42,641174
SNDX,$20.06,-0.02,742128
SNES,$1.30,0.03,53244
SNEX,$87.94,5.43,122449
SNFCA,$7.60,0.32,18900
SNGX,$1.10,-1.18,7934528
SNMP,$0.1314,14,103316
SNN,$32.04,0.03,648763
SNOA,$0.97,-98,93572
SNOW,$154.17,-1.10,4536036
SNPO,$9.64,0.47,26526
SNPS,$371.56,4.94,678968
SNPX,$0.86,9,7806
SNSE,$1.63,0.09,63338
SNT,$1.47,0.01,11881
SNTG,$3.19,-0.31,170845
SNTI,$1.03,499,30003
SNV,$28.06,1.44,2450701
SNV^D,$19.25,0.75,64214
SNV^E,$16.86,01.07,276526
SNX,$88.36,1.43,288377
SNY,$55.77,01.04,983449
SO,$74.94,0.69,3945517
SOBR,$2.15,0.04,100648
SOFI,$5.16,265,40836068
SOFO,$0.8195,51,1398
SOHO,$1.8699,-101,64554
SOHOB,$23.85,0.00,59
SOHON,$25.25,816,3145
SOHOO,$23.85,0.00,1
SOHU,$13.85,0.36,20387
SOI,$7.66,0.21,321556
SOJC,$24.40,0.03,28541
SOJD,$22.89,0.14,62973
SOJE,$20.00,0.15,39222
SOL,$3.98,0.14,165640
SOLO,$0.5322,-548,585143
SOLOW,$0.0469,148,4540
SON,$60.15,0.80,499185
SOND,$0.4223,385,1337482
SONDW,$0.03,-46,48981
SONM,$0.95,405,166544
SONN,$0.242,1,596145
SONO,$21.61,0.41,2340302
SONX,$1.25,0.19,62941
SONY,$93.86,1.19,666643
SOPA,$0.97,15,34551
SOPH,$4.83,0.05,20602
SOR,$37.2484,3.784,7090
SOS,$3.95,-0.15,54475
SOTK,$5.29,0.19,4009
SOUN,$2.66,0.21,6356053
SOUNW,$0.28,-0.01,34161
SOVO,$17.98,0.23,247359
SP,$35.51,1.33,103733
SPB,$70.37,2.10,1287675
SPCB,$1.14,0.00,51833
SPCE,$3.61,0.15,3935726
SPCM,$10.61,64,777
SPE,$11.01,0.16,25845
SPE^C,$22.52,0.01,10564
SPFI,$20.12,0.94,22294
SPG,$109.55,1.70,1340678
SPG^J,$58.35,0.60,1256
SPGI,$354.19,6.68,929974
SPH,$15.24,0.65,367355
SPHR,$31.28,0.48,359373
SPI,$1.26,55,47304
SPIR,$0.6214,147,403729
SPLK,$85.25,2.72,1190325
SPLP,$42.371,1.361,702
SPLP^A,$23.23,-0.11,1388
SPNS,$22.57,0.43,128556
SPNT,$9.11,0.24,660855
SPNT^B,$22.8899,2.899,31879
SPOK,$12.89,-0.07,252231
SPOT,$141.75,1.27,1233381
SPPI,$1.09,0.04,2210931
SPR,$24.54,-0.07,2990967
SPRB,$2.30,-0.05,93833
SPRC,$0.6102,-128,99454
SPRO,$1.95,0.07,554255
SPRU,$0.6442,65,139060
SPRY,$6.31,0.19,267025
SPSC,$150.39,1.39,113473
SPT,$39.48,945,2306300
SPTN,$23.99,0.41,149855
SPWH,$6.22,0.12,330462
SPWR,$11.29,0.33,5054526
SPXC,$74.10,12.42,814162
SPXX,$15.37,0.23,29310
SQ,$59.25,-1.18,25446541
SQFT,$0.873,29,16746
SQFTP,$17.22,0.46,537
SQFTW,$0.0473,0.00,443
SQL,$0.4306,51,29494
SQLLW,$0.032,0.00,199
SQM,$67.70,04.08,1855791
SQNS,$2.35,0.19,66358
SQSP,$27.48,1.26,1143639
SQZ,$0.635,15,12976
SR,$69.56,1.17,321089
SR^A,$24.83,0.09,14148
SRAD,$13.02,1.00,750972
SRC,$39.16,0.43,461509
SRC^A,$23.81,0.34,4451
SRCE,$42.54,2.29,119174
SRCL,$44.37,0.72,304180
SRDX,$21.41,-0.37,54508
SRE,$154.92,1.43,1293762
SREA,$24.47,0.37,21904
SRG,$7.67,0.21,337273
SRG^A,$22.78,0.10,4758
SRGA,$1.20,0.07,97866
SRI,$16.34,-0.48,207932
SRL,$7.72,-0.34,9425
SRPT,$131.00,0.83,1080759
SRRK,$7.84,0.47,247131
SRT,$3.05,-0.01,19732
SRTS,$2.84,0.12,671578
SRV,$33.80,0.69,30688
SRZN,$0.6098,-1,68746
SRZNW,$0.0584,-148,3629
SSB,$65.50,2.55,1092212
SSBI,$15.235,235,502
SSBK,$20.65,0.16,17287
SSD,$125.46,2.21,144294
SSIC,$8.50,-0.01,4183
SSKN,$1.0241,-418,9177
SSL,$12.63,0.59,270685
SSNC,$55.35,0.33,1651142
SSNT,$3.05,-0.03,11476
SSP,$7.99,0.59,521868
SSRM,$17.14,0.27,2622228
SSSS,$3.38,0.00,95109
SSSSL,$23.6799,0.00,2
SST,$3.10,0.11,61184
SSTI,$30.53,-0.69,43299
SSTK,$51.63,-0.21,1219016
SSU,$3.27,-0.09,4802
SSY,$1.04,0.02,13152
SSYS,$14.26,0.43,262829
ST,$41.56,0.80,809708
STAA,$67.33,2.69,617602
STAF,$1.30,-0.04,59103
STAG,$35.15,0.51,2229424
STBA,$26.88,01.01,256605
STBX,$3.10,0.21,390278
STC,$42.05,1.29,203448
STCN,$0.80,-249,63275
STE,$189.18,0.30,508786
STEL,$22.69,1.17,176104
STEM,$4.45,0.50,12997842
STEP,$22.10,1.00,253425
STER,$11.18,0.24,141327
STET,$10.44,5,1300
STEW,$12.54,0.13,35301
STG,$6.38,0.00,1414
STGW,$5.71,0.00,920904
STHO,$16.49,0.45,126102
STIM,$2.27,0.02,67987
STIX,$4.3294,5.994,53640
STIXW,$0.1342,319,300
STK,$26.74,0.47,38964
STKH,$0.7349,649,128084
STKL,$8.04,0.08,604304
STKS,$7.59,0.12,348268
STLA,$16.30,0.43,5410834
STLD,$98.20,1.83,1813934
STM,$42.58,1.25,3751436
STN,$60.92,0.61,43770
STNE,$13.60,0.92,7051101
STNG,$46.99,0.38,1697687
STOK,$11.95,1.23,417381
STR,$25.18,1.11,532535
STRA,$82.11,0.23,136787
STRC,$0.40,-48,266259
STRCW,$0.1094,0.00,21
STRL,$42.74,2.11,267699
STRM,$1.72,-0.02,2914
STRO,$5.48,0.19,444944
STRR,$0.87,0.18,3741100
STRRP,$8.92,0.76,4227
STRS,$25.25,2.32,26933
STRT,$19.08,0.02,1358
STRW,$7.08,1.198,2412
STSA,$1.07,0.02,176488
STSS,$0.79,-0.01,151066
STSSW,$0.15,0.00,170
STT,$68.50,1.64,3496333
STT^D,$22.86,0.27,371849
STT^G,$23.58,-0.01,240827
STTK,$2.70,-0.10,90569
STVN,$26.85,0.00,152109
STWD,$16.76,0.61,5235406
STX,$55.94,0.82,1564387
STXS,$1.83,0.07,164110
STZ,$223.44,01.03,1063886
SU,$29.65,1.14,3920950
SUAC,$10.36,-0.02,6271
SUI,$136.74,2.88,380854
SUM,$29.87,01.04,1111674
SUMO,$12.04,0.00,1792672
SUN,$43.75,-0.44,226796
SUNL,$0.4023,-277,326018
SUNW,$0.8128,478,812735
SUP,$3.73,-0.12,143531
SUPN,$36.71,0.24,259826
SUPV,$2.13,0.08,252717
SURF,$0.596,185,116939
SURG,$4.28,-0.05,42709
SURGW,$1.12,0.01,3400
SUZ,$8.41,0.50,2221880
SVC,$9.04,0.36,1166936
SVFD,$1.20,4.167,24193420
SVII,$10.45,0.01,14703
SVIIU,$10.6467,-116,3033
SVIIW,$0.1278,-22,10644
SVM,$3.77,-0.03,1064048
SVNA,$10.50,0.03,504
SVNAW,$0.0034,-21,100
SVRA,$2.03,0.13,88066
SVRE,$1.40,-0.19,1129137
SVREW,$0.19,0.00,151
SVT,$12.86,485,4721
SVVC,$0.8563,-237,5974
SWAG,$1.48,-0.04,21786
SWAGW,$0.0406,-34,250
SWAV,$288.28,10.38,479443
SWBI,$12.09,0.53,342459
SWI,$8.79,0.17,261066
SWIM,$2.42,0.16,175416
SWK,$85.47,-0.71,1874323
SWKH,$17.05,0.05,5777
